time_min,temp_C,well_id,od_600nm,strain,carbon,date,run_number
356.1666666666667,32.0,1,0.078,blank,blank,20190228,1
363.1666666666667,32.1,1,0.078,blank,blank,20190228,1
370.1666666666667,32.1,1,0.078,blank,blank,20190228,1
377.1666666666667,32.1,1,0.078,blank,blank,20190228,1
384.1666666666667,32.1,1,0.078,blank,blank,20190228,1
391.1666666666667,32.0,1,0.078,blank,blank,20190228,1
398.1666666666667,32.1,1,0.078,blank,blank,20190228,1
405.1666666666667,32.0,1,0.078,blank,blank,20190228,1
412.1666666666667,32.1,1,0.078,blank,blank,20190228,1
419.1666666666667,32.0,1,0.078,blank,blank,20190228,1
426.1666666666667,32.0,1,0.078,blank,blank,20190228,1
433.1666666666667,32.0,1,0.078,blank,blank,20190228,1
440.1666666666667,32.0,1,0.078,blank,blank,20190228,1
447.1666666666667,32.0,1,0.078,blank,blank,20190228,1
454.1666666666667,32.0,1,0.078,blank,blank,20190228,1
461.1666666666667,32.0,1,0.078,blank,blank,20190228,1
468.1666666666667,32.1,1,0.078,blank,blank,20190228,1
475.1666666666667,32.1,1,0.078,blank,blank,20190228,1
482.1666666666667,32.1,1,0.078,blank,blank,20190228,1
489.1666666666667,32.1,1,0.078,blank,blank,20190228,1
496.1666666666667,32.1,1,0.078,blank,blank,20190228,1
503.1666666666667,32.0,1,0.078,blank,blank,20190228,1
510.1666666666667,32.0,1,0.078,blank,blank,20190228,1
517.1666666666666,32.1,1,0.078,blank,blank,20190228,1
524.1666666666666,32.0,1,0.078,blank,blank,20190228,1
531.1666666666666,32.0,1,0.078,blank,blank,20190228,1
538.1666666666666,32.0,1,0.078,blank,blank,20190228,1
545.1666666666666,32.0,1,0.078,blank,blank,20190228,1
552.1666666666666,32.1,1,0.078,blank,blank,20190228,1
559.1666666666666,32.0,1,0.078,blank,blank,20190228,1
566.1666666666666,32.0,1,0.078,blank,blank,20190228,1
573.1666666666666,32.0,1,0.078,blank,blank,20190228,1
580.1666666666666,32.1,1,0.078,blank,blank,20190228,1
587.1666666666666,32.1,1,0.078,blank,blank,20190228,1
594.1666666666666,32.0,1,0.078,blank,blank,20190228,1
601.1666666666666,32.0,1,0.078,blank,blank,20190228,1
608.1666666666666,32.0,1,0.078,blank,blank,20190228,1
615.1666666666666,32.0,1,0.078,blank,blank,20190228,1
622.1666666666666,32.1,1,0.078,blank,blank,20190228,1
629.1666666666666,32.0,1,0.078,blank,blank,20190228,1
636.1666666666666,32.0,1,0.078,blank,blank,20190228,1
643.1666666666666,32.0,1,0.078,blank,blank,20190228,1
650.1666666666666,32.1,1,0.078,blank,blank,20190228,1
657.1666666666666,32.1,1,0.078,blank,blank,20190228,1
664.1666666666666,32.0,1,0.078,blank,blank,20190228,1
671.1666666666666,32.0,1,0.078,blank,blank,20190228,1
678.1666666666666,32.0,1,0.078,blank,blank,20190228,1
685.1666666666666,32.1,1,0.078,blank,blank,20190228,1
692.1666666666666,32.0,1,0.078,blank,blank,20190228,1
699.1666666666666,32.0,1,0.078,blank,blank,20190228,1
706.1666666666666,32.1,1,0.078,blank,blank,20190228,1
713.1666666666666,32.0,1,0.078,blank,blank,20190228,1
720.1666666666666,32.1,1,0.078,blank,blank,20190228,1
727.1666666666666,32.0,1,0.078,blank,blank,20190228,1
734.1666666666666,32.1,1,0.078,blank,blank,20190228,1
741.1666666666666,32.0,1,0.078,blank,blank,20190228,1
748.1666666666666,32.0,1,0.078,blank,blank,20190228,1
755.1666666666666,32.0,1,0.078,blank,blank,20190228,1
762.1666666666666,32.1,1,0.078,blank,blank,20190228,1
769.1666666666666,32.1,1,0.078,blank,blank,20190228,1
776.1666666666666,32.1,1,0.078,blank,blank,20190228,1
783.1666666666666,32.0,1,0.078,blank,blank,20190228,1
790.1666666666666,32.1,1,0.078,blank,blank,20190228,1
797.1666666666666,32.0,1,0.078,blank,blank,20190228,1
804.1666666666666,32.1,1,0.078,blank,blank,20190228,1
811.1666666666666,32.1,1,0.078,blank,blank,20190228,1
818.1666666666666,32.0,1,0.078,blank,blank,20190228,1
825.1666666666666,32.1,1,0.078,blank,blank,20190228,1
832.1666666666666,32.0,1,0.078,blank,blank,20190228,1
839.1666666666666,32.0,1,0.078,blank,blank,20190228,1
846.1666666666666,32.1,1,0.078,blank,blank,20190228,1
853.1666666666666,32.0,1,0.078,blank,blank,20190228,1
860.1666666666666,32.0,1,0.078,blank,blank,20190228,1
867.1666666666666,32.1,1,0.078,blank,blank,20190228,1
874.1666666666666,32.0,1,0.078,blank,blank,20190228,1
881.1666666666666,32.0,1,0.078,blank,blank,20190228,1
888.1666666666666,32.1,1,0.078,blank,blank,20190228,1
895.1666666666666,32.0,1,0.078,blank,blank,20190228,1
902.1666666666666,32.1,1,0.078,blank,blank,20190228,1
909.1666666666666,32.1,1,0.078,blank,blank,20190228,1
916.1666666666666,32.0,1,0.078,blank,blank,20190228,1
923.1666666666666,32.0,1,0.078,blank,blank,20190228,1
930.1666666666666,32.1,1,0.078,blank,blank,20190228,1
937.1666666666666,32.0,1,0.078,blank,blank,20190228,1
944.1666666666666,32.1,1,0.078,blank,blank,20190228,1
951.1666666666666,32.0,1,0.078,blank,blank,20190228,1
958.1666666666666,32.1,1,0.078,blank,blank,20190228,1
965.1666666666666,32.1,1,0.078,blank,blank,20190228,1
972.1666666666666,32.1,1,0.078,blank,blank,20190228,1
979.1666666666666,32.0,1,0.078,blank,blank,20190228,1
986.1666666666666,32.0,1,0.078,blank,blank,20190228,1
993.1666666666666,32.1,1,0.078,blank,blank,20190228,1
1000.1666666666666,32.0,1,0.078,blank,blank,20190228,1
6.166666666666667,32.1,2,0.079,blank,blank,20190228,1
13.166666666666666,32.0,2,0.079,blank,blank,20190228,1
20.166666666666668,32.0,2,0.079,blank,blank,20190228,1
27.166666666666668,32.0,2,0.079,blank,blank,20190228,1
34.166666666666664,32.1,2,0.079,blank,blank,20190228,1
41.166666666666664,32.0,2,0.079,blank,blank,20190228,1
48.166666666666664,32.0,2,0.079,blank,blank,20190228,1
55.166666666666664,32.0,2,0.079,blank,blank,20190228,1
62.166666666666664,32.0,2,0.079,blank,blank,20190228,1
69.16666666666667,32.1,2,0.079,blank,blank,20190228,1
76.16666666666667,32.1,2,0.079,blank,blank,20190228,1
83.16666666666667,32.0,2,0.079,blank,blank,20190228,1
90.16666666666667,32.1,2,0.079,blank,blank,20190228,1
97.16666666666667,32.0,2,0.079,blank,blank,20190228,1
104.16666666666667,32.1,2,0.079,blank,blank,20190228,1
111.16666666666667,32.1,2,0.079,blank,blank,20190228,1
118.16666666666667,32.0,2,0.079,blank,blank,20190228,1
125.16666666666667,32.0,2,0.079,blank,blank,20190228,1
132.16666666666666,32.0,2,0.079,blank,blank,20190228,1
139.16666666666666,32.1,2,0.079,blank,blank,20190228,1
146.16666666666666,32.0,2,0.079,blank,blank,20190228,1
153.16666666666666,32.0,2,0.079,blank,blank,20190228,1
160.16666666666666,32.1,2,0.079,blank,blank,20190228,1
167.16666666666666,32.0,2,0.079,blank,blank,20190228,1
174.16666666666666,32.0,2,0.079,blank,blank,20190228,1
181.16666666666666,32.0,2,0.079,blank,blank,20190228,1
188.16666666666666,32.0,2,0.079,blank,blank,20190228,1
195.16666666666666,32.1,2,0.079,blank,blank,20190228,1
202.16666666666666,32.1,2,0.079,blank,blank,20190228,1
209.16666666666666,32.0,2,0.079,blank,blank,20190228,1
216.16666666666666,32.0,2,0.079,blank,blank,20190228,1
223.16666666666666,32.1,2,0.079,blank,blank,20190228,1
230.16666666666666,32.0,2,0.079,blank,blank,20190228,1
237.16666666666666,32.1,2,0.079,blank,blank,20190228,1
244.16666666666666,32.1,2,0.079,blank,blank,20190228,1
251.16666666666666,32.0,2,0.079,blank,blank,20190228,1
258.1666666666667,32.0,2,0.079,blank,blank,20190228,1
265.1666666666667,32.0,2,0.079,blank,blank,20190228,1
272.1666666666667,32.1,2,0.079,blank,blank,20190228,1
279.1666666666667,32.1,2,0.079,blank,blank,20190228,1
286.1666666666667,32.1,2,0.079,blank,blank,20190228,1
293.1666666666667,32.1,2,0.079,blank,blank,20190228,1
300.1666666666667,32.0,2,0.079,blank,blank,20190228,1
307.1666666666667,32.0,2,0.079,blank,blank,20190228,1
314.1666666666667,32.1,2,0.079,blank,blank,20190228,1
321.1666666666667,32.0,2,0.079,blank,blank,20190228,1
328.1666666666667,32.1,2,0.079,blank,blank,20190228,1
335.1666666666667,32.0,2,0.079,blank,blank,20190228,1
342.1666666666667,32.1,2,0.079,blank,blank,20190228,1
349.1666666666667,32.1,2,0.079,blank,blank,20190228,1
356.1666666666667,32.0,2,0.079,blank,blank,20190228,1
363.1666666666667,32.1,2,0.079,blank,blank,20190228,1
370.1666666666667,32.1,2,0.079,blank,blank,20190228,1
377.1666666666667,32.1,2,0.079,blank,blank,20190228,1
384.1666666666667,32.1,2,0.079,blank,blank,20190228,1
391.1666666666667,32.0,2,0.079,blank,blank,20190228,1
398.1666666666667,32.1,2,0.079,blank,blank,20190228,1
405.1666666666667,32.0,2,0.079,blank,blank,20190228,1
412.1666666666667,32.1,2,0.079,blank,blank,20190228,1
419.1666666666667,32.0,2,0.079,blank,blank,20190228,1
426.1666666666667,32.0,2,0.078,blank,blank,20190228,1
433.1666666666667,32.0,2,0.079,blank,blank,20190228,1
440.1666666666667,32.0,2,0.079,blank,blank,20190228,1
447.1666666666667,32.0,2,0.079,blank,blank,20190228,1
454.1666666666667,32.0,2,0.079,blank,blank,20190228,1
461.1666666666667,32.0,2,0.079,blank,blank,20190228,1
468.1666666666667,32.1,2,0.079,blank,blank,20190228,1
475.1666666666667,32.1,2,0.079,blank,blank,20190228,1
482.1666666666667,32.1,2,0.079,blank,blank,20190228,1
489.1666666666667,32.1,2,0.078,blank,blank,20190228,1
496.1666666666667,32.1,2,0.079,blank,blank,20190228,1
503.1666666666667,32.0,2,0.079,blank,blank,20190228,1
510.1666666666667,32.0,2,0.079,blank,blank,20190228,1
517.1666666666666,32.1,2,0.079,blank,blank,20190228,1
524.1666666666666,32.0,2,0.079,blank,blank,20190228,1
531.1666666666666,32.0,2,0.079,blank,blank,20190228,1
538.1666666666666,32.0,2,0.079,blank,blank,20190228,1
545.1666666666666,32.0,2,0.079,blank,blank,20190228,1
552.1666666666666,32.1,2,0.079,blank,blank,20190228,1
559.1666666666666,32.0,2,0.079,blank,blank,20190228,1
566.1666666666666,32.0,2,0.079,blank,blank,20190228,1
573.1666666666666,32.0,2,0.079,blank,blank,20190228,1
580.1666666666666,32.1,2,0.079,blank,blank,20190228,1
587.1666666666666,32.1,2,0.079,blank,blank,20190228,1
594.1666666666666,32.0,2,0.079,blank,blank,20190228,1
601.1666666666666,32.0,2,0.079,blank,blank,20190228,1
608.1666666666666,32.0,2,0.079,blank,blank,20190228,1
615.1666666666666,32.0,2,0.079,blank,blank,20190228,1
622.1666666666666,32.1,2,0.079,blank,blank,20190228,1
629.1666666666666,32.0,2,0.079,blank,blank,20190228,1
636.1666666666666,32.0,2,0.078,blank,blank,20190228,1
643.1666666666666,32.0,2,0.079,blank,blank,20190228,1
650.1666666666666,32.1,2,0.079,blank,blank,20190228,1
657.1666666666666,32.1,2,0.079,blank,blank,20190228,1
664.1666666666666,32.0,2,0.078,blank,blank,20190228,1
671.1666666666666,32.0,2,0.079,blank,blank,20190228,1
678.1666666666666,32.0,2,0.079,blank,blank,20190228,1
685.1666666666666,32.1,2,0.079,blank,blank,20190228,1
692.1666666666666,32.0,2,0.079,blank,blank,20190228,1
699.1666666666666,32.0,2,0.079,blank,blank,20190228,1
706.1666666666666,32.1,2,0.079,blank,blank,20190228,1
713.1666666666666,32.0,2,0.079,blank,blank,20190228,1
720.1666666666666,32.1,2,0.079,blank,blank,20190228,1
727.1666666666666,32.0,2,0.079,blank,blank,20190228,1
734.1666666666666,32.1,2,0.079,blank,blank,20190228,1
741.1666666666666,32.0,2,0.079,blank,blank,20190228,1
748.1666666666666,32.0,2,0.079,blank,blank,20190228,1
755.1666666666666,32.0,2,0.079,blank,blank,20190228,1
762.1666666666666,32.1,2,0.079,blank,blank,20190228,1
769.1666666666666,32.1,2,0.079,blank,blank,20190228,1
776.1666666666666,32.1,2,0.079,blank,blank,20190228,1
783.1666666666666,32.0,2,0.079,blank,blank,20190228,1
790.1666666666666,32.1,2,0.079,blank,blank,20190228,1
797.1666666666666,32.0,2,0.079,blank,blank,20190228,1
804.1666666666666,32.1,2,0.079,blank,blank,20190228,1
811.1666666666666,32.1,2,0.079,blank,blank,20190228,1
818.1666666666666,32.0,2,0.079,blank,blank,20190228,1
825.1666666666666,32.1,2,0.079,blank,blank,20190228,1
832.1666666666666,32.0,2,0.079,blank,blank,20190228,1
839.1666666666666,32.0,2,0.079,blank,blank,20190228,1
846.1666666666666,32.1,2,0.079,blank,blank,20190228,1
853.1666666666666,32.0,2,0.079,blank,blank,20190228,1
860.1666666666666,32.0,2,0.079,blank,blank,20190228,1
867.1666666666666,32.1,2,0.079,blank,blank,20190228,1
874.1666666666666,32.0,2,0.079,blank,blank,20190228,1
881.1666666666666,32.0,2,0.079,blank,blank,20190228,1
888.1666666666666,32.1,2,0.079,blank,blank,20190228,1
895.1666666666666,32.0,2,0.079,blank,blank,20190228,1
902.1666666666666,32.1,2,0.078,blank,blank,20190228,1
909.1666666666666,32.1,2,0.079,blank,blank,20190228,1
916.1666666666666,32.0,2,0.079,blank,blank,20190228,1
923.1666666666666,32.0,2,0.079,blank,blank,20190228,1
930.1666666666666,32.1,2,0.079,blank,blank,20190228,1
937.1666666666666,32.0,2,0.079,blank,blank,20190228,1
944.1666666666666,32.1,2,0.079,blank,blank,20190228,1
951.1666666666666,32.0,2,0.079,blank,blank,20190228,1
958.1666666666666,32.1,2,0.079,blank,blank,20190228,1
965.1666666666666,32.1,2,0.079,blank,blank,20190228,1
972.1666666666666,32.1,2,0.079,blank,blank,20190228,1
979.1666666666666,32.0,2,0.079,blank,blank,20190228,1
986.1666666666666,32.0,2,0.079,blank,blank,20190228,1
993.1666666666666,32.1,2,0.078,blank,blank,20190228,1
1000.1666666666666,32.0,2,0.079,blank,blank,20190228,1
6.166666666666667,32.1,3,0.077,blank,blank,20190228,1
13.166666666666666,32.0,3,0.077,blank,blank,20190228,1
20.166666666666668,32.0,3,0.077,blank,blank,20190228,1
27.166666666666668,32.0,3,0.077,blank,blank,20190228,1
34.166666666666664,32.1,3,0.077,blank,blank,20190228,1
41.166666666666664,32.0,3,0.077,blank,blank,20190228,1
48.166666666666664,32.0,3,0.077,blank,blank,20190228,1
55.166666666666664,32.0,3,0.077,blank,blank,20190228,1
62.166666666666664,32.0,3,0.077,blank,blank,20190228,1
69.16666666666667,32.1,3,0.077,blank,blank,20190228,1
76.16666666666667,32.1,3,0.077,blank,blank,20190228,1
83.16666666666667,32.0,3,0.077,blank,blank,20190228,1
90.16666666666667,32.1,3,0.077,blank,blank,20190228,1
97.16666666666667,32.0,3,0.077,blank,blank,20190228,1
104.16666666666667,32.1,3,0.077,blank,blank,20190228,1
111.16666666666667,32.1,3,0.077,blank,blank,20190228,1
118.16666666666667,32.0,3,0.077,blank,blank,20190228,1
125.16666666666667,32.0,3,0.077,blank,blank,20190228,1
132.16666666666666,32.0,3,0.077,blank,blank,20190228,1
139.16666666666666,32.1,3,0.077,blank,blank,20190228,1
146.16666666666666,32.0,3,0.077,blank,blank,20190228,1
153.16666666666666,32.0,3,0.077,blank,blank,20190228,1
160.16666666666666,32.1,3,0.077,blank,blank,20190228,1
167.16666666666666,32.0,3,0.077,blank,blank,20190228,1
174.16666666666666,32.0,3,0.077,blank,blank,20190228,1
181.16666666666666,32.0,3,0.077,blank,blank,20190228,1
188.16666666666666,32.0,3,0.077,blank,blank,20190228,1
195.16666666666666,32.1,3,0.077,blank,blank,20190228,1
202.16666666666666,32.1,3,0.077,blank,blank,20190228,1
209.16666666666666,32.0,3,0.077,blank,blank,20190228,1
216.16666666666666,32.0,3,0.077,blank,blank,20190228,1
223.16666666666666,32.1,3,0.077,blank,blank,20190228,1
230.16666666666666,32.0,3,0.077,blank,blank,20190228,1
237.16666666666666,32.1,3,0.077,blank,blank,20190228,1
244.16666666666666,32.1,3,0.077,blank,blank,20190228,1
251.16666666666666,32.0,3,0.077,blank,blank,20190228,1
258.1666666666667,32.0,3,0.077,blank,blank,20190228,1
265.1666666666667,32.0,3,0.077,blank,blank,20190228,1
272.1666666666667,32.1,3,0.077,blank,blank,20190228,1
279.1666666666667,32.1,3,0.077,blank,blank,20190228,1
286.1666666666667,32.1,3,0.077,blank,blank,20190228,1
293.1666666666667,32.1,3,0.077,blank,blank,20190228,1
300.1666666666667,32.0,3,0.077,blank,blank,20190228,1
307.1666666666667,32.0,3,0.077,blank,blank,20190228,1
314.1666666666667,32.1,3,0.077,blank,blank,20190228,1
321.1666666666667,32.0,3,0.077,blank,blank,20190228,1
328.1666666666667,32.1,3,0.077,blank,blank,20190228,1
335.1666666666667,32.0,3,0.077,blank,blank,20190228,1
342.1666666666667,32.1,3,0.077,blank,blank,20190228,1
349.1666666666667,32.1,3,0.077,blank,blank,20190228,1
356.1666666666667,32.0,3,0.077,blank,blank,20190228,1
363.1666666666667,32.1,3,0.077,blank,blank,20190228,1
370.1666666666667,32.1,3,0.077,blank,blank,20190228,1
377.1666666666667,32.1,3,0.077,blank,blank,20190228,1
384.1666666666667,32.1,3,0.077,blank,blank,20190228,1
391.1666666666667,32.0,3,0.077,blank,blank,20190228,1
398.1666666666667,32.1,3,0.077,blank,blank,20190228,1
405.1666666666667,32.0,3,0.077,blank,blank,20190228,1
412.1666666666667,32.1,3,0.077,blank,blank,20190228,1
419.1666666666667,32.0,3,0.077,blank,blank,20190228,1
426.1666666666667,32.0,3,0.077,blank,blank,20190228,1
433.1666666666667,32.0,3,0.077,blank,blank,20190228,1
440.1666666666667,32.0,3,0.077,blank,blank,20190228,1
447.1666666666667,32.0,3,0.077,blank,blank,20190228,1
454.1666666666667,32.0,3,0.077,blank,blank,20190228,1
461.1666666666667,32.0,3,0.077,blank,blank,20190228,1
468.1666666666667,32.1,3,0.077,blank,blank,20190228,1
475.1666666666667,32.1,3,0.077,blank,blank,20190228,1
482.1666666666667,32.1,3,0.077,blank,blank,20190228,1
489.1666666666667,32.1,3,0.077,blank,blank,20190228,1
496.1666666666667,32.1,3,0.077,blank,blank,20190228,1
503.1666666666667,32.0,3,0.077,blank,blank,20190228,1
510.1666666666667,32.0,3,0.077,blank,blank,20190228,1
517.1666666666666,32.1,3,0.077,blank,blank,20190228,1
524.1666666666666,32.0,3,0.077,blank,blank,20190228,1
531.1666666666666,32.0,3,0.077,blank,blank,20190228,1
538.1666666666666,32.0,3,0.077,blank,blank,20190228,1
545.1666666666666,32.0,3,0.077,blank,blank,20190228,1
552.1666666666666,32.1,3,0.077,blank,blank,20190228,1
559.1666666666666,32.0,3,0.077,blank,blank,20190228,1
566.1666666666666,32.0,3,0.077,blank,blank,20190228,1
573.1666666666666,32.0,3,0.077,blank,blank,20190228,1
580.1666666666666,32.1,3,0.077,blank,blank,20190228,1
587.1666666666666,32.1,3,0.077,blank,blank,20190228,1
594.1666666666666,32.0,3,0.077,blank,blank,20190228,1
601.1666666666666,32.0,3,0.077,blank,blank,20190228,1
608.1666666666666,32.0,3,0.077,blank,blank,20190228,1
615.1666666666666,32.0,3,0.077,blank,blank,20190228,1
622.1666666666666,32.1,3,0.077,blank,blank,20190228,1
629.1666666666666,32.0,3,0.077,blank,blank,20190228,1
636.1666666666666,32.0,3,0.077,blank,blank,20190228,1
643.1666666666666,32.0,3,0.077,blank,blank,20190228,1
650.1666666666666,32.1,3,0.077,blank,blank,20190228,1
657.1666666666666,32.1,3,0.077,blank,blank,20190228,1
664.1666666666666,32.0,3,0.077,blank,blank,20190228,1
671.1666666666666,32.0,3,0.077,blank,blank,20190228,1
678.1666666666666,32.0,3,0.077,blank,blank,20190228,1
685.1666666666666,32.1,3,0.077,blank,blank,20190228,1
692.1666666666666,32.0,3,0.077,blank,blank,20190228,1
699.1666666666666,32.0,3,0.077,blank,blank,20190228,1
706.1666666666666,32.1,3,0.077,blank,blank,20190228,1
713.1666666666666,32.0,3,0.077,blank,blank,20190228,1
720.1666666666666,32.1,3,0.077,blank,blank,20190228,1
727.1666666666666,32.0,3,0.077,blank,blank,20190228,1
734.1666666666666,32.1,3,0.077,blank,blank,20190228,1
741.1666666666666,32.0,3,0.077,blank,blank,20190228,1
748.1666666666666,32.0,3,0.077,blank,blank,20190228,1
755.1666666666666,32.0,3,0.077,blank,blank,20190228,1
762.1666666666666,32.1,3,0.077,blank,blank,20190228,1
769.1666666666666,32.1,3,0.077,blank,blank,20190228,1
776.1666666666666,32.1,3,0.077,blank,blank,20190228,1
783.1666666666666,32.0,3,0.077,blank,blank,20190228,1
790.1666666666666,32.1,3,0.077,blank,blank,20190228,1
797.1666666666666,32.0,3,0.077,blank,blank,20190228,1
804.1666666666666,32.1,3,0.077,blank,blank,20190228,1
811.1666666666666,32.1,3,0.077,blank,blank,20190228,1
818.1666666666666,32.0,3,0.077,blank,blank,20190228,1
825.1666666666666,32.1,3,0.077,blank,blank,20190228,1
832.1666666666666,32.0,3,0.077,blank,blank,20190228,1
839.1666666666666,32.0,3,0.077,blank,blank,20190228,1
846.1666666666666,32.1,3,0.077,blank,blank,20190228,1
853.1666666666666,32.0,3,0.077,blank,blank,20190228,1
860.1666666666666,32.0,3,0.077,blank,blank,20190228,1
867.1666666666666,32.1,3,0.077,blank,blank,20190228,1
874.1666666666666,32.0,3,0.077,blank,blank,20190228,1
881.1666666666666,32.0,3,0.077,blank,blank,20190228,1
888.1666666666666,32.1,3,0.077,blank,blank,20190228,1
895.1666666666666,32.0,3,0.077,blank,blank,20190228,1
902.1666666666666,32.1,3,0.077,blank,blank,20190228,1
909.1666666666666,32.1,3,0.077,blank,blank,20190228,1
916.1666666666666,32.0,3,0.077,blank,blank,20190228,1
923.1666666666666,32.0,3,0.077,blank,blank,20190228,1
930.1666666666666,32.1,3,0.077,blank,blank,20190228,1
937.1666666666666,32.0,3,0.077,blank,blank,20190228,1
944.1666666666666,32.1,3,0.077,blank,blank,20190228,1
951.1666666666666,32.0,3,0.077,blank,blank,20190228,1
958.1666666666666,32.1,3,0.077,blank,blank,20190228,1
965.1666666666666,32.1,3,0.077,blank,blank,20190228,1
972.1666666666666,32.1,3,0.077,blank,blank,20190228,1
979.1666666666666,32.0,3,0.077,blank,blank,20190228,1
986.1666666666666,32.0,3,0.077,blank,blank,20190228,1
993.1666666666666,32.1,3,0.077,blank,blank,20190228,1
1000.1666666666666,32.0,3,0.077,blank,blank,20190228,1
6.166666666666667,32.1,4,0.078,blank,blank,20190228,1
13.166666666666666,32.0,4,0.078,blank,blank,20190228,1
20.166666666666668,32.0,4,0.078,blank,blank,20190228,1
27.166666666666668,32.0,4,0.078,blank,blank,20190228,1
34.166666666666664,32.1,4,0.078,blank,blank,20190228,1
41.166666666666664,32.0,4,0.078,blank,blank,20190228,1
48.166666666666664,32.0,4,0.078,blank,blank,20190228,1
55.166666666666664,32.0,4,0.079,blank,blank,20190228,1
62.166666666666664,32.0,4,0.079,blank,blank,20190228,1
69.16666666666667,32.1,4,0.079,blank,blank,20190228,1
76.16666666666667,32.1,4,0.079,blank,blank,20190228,1
83.16666666666667,32.0,4,0.079,blank,blank,20190228,1
90.16666666666667,32.1,4,0.079,blank,blank,20190228,1
97.16666666666667,32.0,4,0.079,blank,blank,20190228,1
104.16666666666667,32.1,4,0.079,blank,blank,20190228,1
111.16666666666667,32.1,4,0.079,blank,blank,20190228,1
118.16666666666667,32.0,4,0.079,blank,blank,20190228,1
125.16666666666667,32.0,4,0.079,blank,blank,20190228,1
132.16666666666666,32.0,4,0.079,blank,blank,20190228,1
139.16666666666666,32.1,4,0.079,blank,blank,20190228,1
146.16666666666666,32.0,4,0.079,blank,blank,20190228,1
153.16666666666666,32.0,4,0.079,blank,blank,20190228,1
160.16666666666666,32.1,4,0.079,blank,blank,20190228,1
167.16666666666666,32.0,4,0.079,blank,blank,20190228,1
174.16666666666666,32.0,4,0.079,blank,blank,20190228,1
181.16666666666666,32.0,4,0.079,blank,blank,20190228,1
188.16666666666666,32.0,4,0.079,blank,blank,20190228,1
195.16666666666666,32.1,4,0.079,blank,blank,20190228,1
202.16666666666666,32.1,4,0.079,blank,blank,20190228,1
209.16666666666666,32.0,4,0.079,blank,blank,20190228,1
216.16666666666666,32.0,4,0.079,blank,blank,20190228,1
223.16666666666666,32.1,4,0.079,blank,blank,20190228,1
230.16666666666666,32.0,4,0.079,blank,blank,20190228,1
237.16666666666666,32.1,4,0.079,blank,blank,20190228,1
244.16666666666666,32.1,4,0.08,blank,blank,20190228,1
